-- open spool at Sat Oct 28 23:43:23 CEST 2017
Tables
-------------+--------------------------------+------------+---------+
 TABLE_SCHEM |           TABLE_NAME           | TABLE_TYPE | REMARKS |
 superdvlp   | CAR_Prise_Tmp                  | TABLE      | [NULL]  |
 superdvlp   | Caract_PretTarification        | TABLE      | [NULL]  |
 superdvlp   | Caracteristique                | TABLE      | [NULL]  |
 superdvlp   | CaracteristiqueListe           | TABLE      | [NULL]  |
 superdvlp   | CaracteristiqueValeurDefaut    | TABLE      | [NULL]  |
 superdvlp   | Carburant_Rapport              | TABLE      | [NULL]  |
 superdvlp   | Categorie                      | TABLE      | [NULL]  |
 superdvlp   | Categorie_Article              | TABLE      | [NULL]  |
 superdvlp   | Categorie_RoleTiers            | TABLE      | [NULL]  |
 superdvlp   | CategorieCaract_ArticleModele  | TABLE      | [NULL]  |
 superdvlp   | CategorieCaract_Tiers          | TABLE      | [NULL]  |
 superdvlp   | CategorieCaracteristique       | TABLE      | [NULL]  |
 superdvlp   | CategorieEtatControle          | TABLE      | [NULL]  |
 superdvlp   | CategoriesPermis_Vehicule      | TABLE      | [NULL]  |
 superdvlp   | Cause                          | TABLE      | [NULL]  |
 superdvlp   | Cause_Rebut                    | TABLE      | [NULL]  |
 superdvlp   | Cause_Refus                    | TABLE      | [NULL]  |
 superdvlp   | Circonstance_Sinistre          | TABLE      | [NULL]  |
 superdvlp   | Circuit                        | TABLE      | [NULL]  |
 superdvlp   | Circuit_Patrimoine             | TABLE      | [NULL]  |
 superdvlp   | Civilites                      | TABLE      | [NULL]  |
 superdvlp   | Classification                 | TABLE      | [NULL]  |
 superdvlp   | Commande                       | TABLE      | [NULL]  |
 superdvlp   | Commande_Article               | TABLE      | [NULL]  |
 superdvlp   | Commande_Fournisseur           | TABLE      | [NULL]  |
 superdvlp   | Commande_Frais                 | TABLE      | [NULL]  |
 superdvlp   | Commande_Ligne                 | TABLE      | [NULL]  |
 superdvlp   | Commande_PieceJointe           | TABLE      | [NULL]  |
 superdvlp   | Commande_prestation            | TABLE      | [NULL]  |
 superdvlp   | Commande_Ventil_Frais          | TABLE      | [NULL]  |
 superdvlp   | Commande_Ventil_Ligne          | TABLE      | [NULL]  |
 superdvlp   | Composition_Patrimoine         | TABLE      | [NULL]  |
 superdvlp   | CompositionEspaceVert          | TABLE      | [NULL]  |
 superdvlp   | CompositionPatrimoine_Article  | TABLE      | [NULL]  |
 superdvlp   | Conditionnement_Article        | TABLE      | [NULL]  |
 superdvlp   | Config_EnvoiMail               | TABLE      | [NULL]  |
 superdvlp   | Config_LDAP                    | TABLE      | [NULL]  |
 superdvlp   | Contacts                       | TABLE      | [NULL]  |
 superdvlp   | Contrat_Assurance              | TABLE      | [NULL]  |
 superdvlp   | Contrat_Location               | TABLE      | [NULL]  |
 superdvlp   | Contrat_Location_PieceJointe   | TABLE      | [NULL]  |
 superdvlp   | ContratAssurance               | TABLE      | [NULL]  |
 superdvlp   | ContratAssurance_Franchise     | TABLE      | [NULL]  |
 superdvlp   | ContratAssurance_Patrimoine    | TABLE      | [NULL]  |
 superdvlp   | ContratAssurance_PieceJointe   | TABLE      | [NULL]  |
 superdvlp   | ContratAssuranceExercice       | TABLE      | [NULL]  |
 superdvlp   | ContratLocation_Patrimoine     | TABLE      | [NULL]  |
 superdvlp   | Contravention                  | TABLE      | [NULL]  |
 superdvlp   | Contravention_PieceJointe      | TABLE      | [NULL]  |
 superdvlp   | Contravention_Relance          | TABLE      | [NULL]  |
 superdvlp   | Corps_Etat                     | TABLE      | [NULL]  |
 superdvlp   | Couleur                        | TABLE      | [NULL]  |
 superdvlp   | CPAGE_ECEX                     | TABLE      | [NULL]  |
 superdvlp   | CPAGE_EINKT                    | TABLE      | [NULL]  |
 superdvlp   | CPAGE_MVU                      | TABLE      | [NULL]  |
 superdvlp   | Decision_modificative          | TABLE      | [NULL]  |
 superdvlp   | Demande_Devis                  | TABLE      | [NULL]  |
 superdvlp   | Demande_Devis_Ligne            | TABLE      | [NULL]  |
 superdvlp   | Demande_Devis_PieceJointe      | TABLE      | [NULL]  |
 superdvlp   | Demande_Fourniture             | TABLE      | [NULL]  |
 superdvlp   | Demande_Fourniture_Ligne       | TABLE      | [NULL]  |
 superdvlp   | Demande_Fourniture_PieceJointe | TABLE      | [NULL]  |
 superdvlp   | Devis_Fournisseur              | TABLE      | [NULL]  |
 superdvlp   | Devis_Fournisseur_PieceJointe  | TABLE      | [NULL]  |
 superdvlp   | Devis_Ligne                    | TABLE      | [NULL]  |
 superdvlp   | Devis_Travaux                  | TABLE      | [NULL]  |
 superdvlp   | Devis_Travaux_Article          | TABLE      | [NULL]  |
 superdvlp   | Devis_Travaux_MO               | TABLE      | [NULL]  |
 superdvlp   | Devis_Travaux_PieceJointe      | TABLE      | [NULL]  |
 superdvlp   | Devis_Travaux_Vehicule         | TABLE      | [NULL]  |
 superdvlp   | Divers_Fournitures             | TABLE      | [NULL]  |
 superdvlp   | Domaine                        | TABLE      | [NULL]  |
 superdvlp   | EditionSpecifique              | TABLE      | [NULL]  |
 superdvlp   | EditionSpecifique_Utilisation  | TABLE      | [NULL]  |
 superdvlp   | Element_ListeArticle           | TABLE      | [NULL]  |
 superdvlp   | ElementDeclaratif              | TABLE      | [NULL]  |
 superdvlp   | Equipe                         | TABLE      | [NULL]  |
 superdvlp   | Equipe_Tiers                   | TABLE      | [NULL]  |
 superdvlp   | Equipement                     | TABLE      | [NULL]  |
 superdvlp   | Etat_commande                  | TABLE      | [NULL]  |
 superdvlp   | Etat_comptable                 | TABLE      | [NULL]  |
 superdvlp   | Etat_Contravention             | TABLE      | [NULL]  |
 superdvlp   | Etat_Controle                  | TABLE      | [NULL]  |
 superdvlp   | Etat_de_demande                | TABLE      | [NULL]  |
 superdvlp   | Etat_Inventaire                | TABLE      | [NULL]  |
 superdvlp   | Etat_livraison                 | TABLE      | [NULL]  |
 superdvlp   | Etat_Patrimoine                | TABLE      | [NULL]  |
 superdvlp   | Etat_PPA                       | TABLE      | [NULL]  |
 superdvlp   | Etat_Travaux                   | TABLE      | [NULL]  |
 superdvlp   | Facture_Commande               | TABLE      | [NULL]  |
 superdvlp   | Facture_Commande_PieceJointe   | TABLE      | [NULL]  |
 superdvlp   | Facture_ligne                  | TABLE      | [NULL]  |
 superdvlp   | FactureCommande_Ligne          | TABLE      | [NULL]  |
 superdvlp   | Famille                        | TABLE      | [NULL]  |
 superdvlp   | FF_Consommation_Type           | TABLE      | [NULL]  |
 superdvlp   | FF_DJU                         | TABLE      | [NULL]  |
 superdvlp   | FF_DJUTrentenaires             | TABLE      | [NULL]  |
 superdvlp   | FF_Facture                     | TABLE      | [NULL]  |
 superdvlp   | FF_Facture_PieceJointe         | TABLE      | [NULL]  |
 superdvlp   | FF_Facture_Tmp                 | TABLE      | [NULL]  |
 superdvlp   | FF_Fichiers                    | TABLE      | [NULL]  |
 superdvlp   | FF_Fichiers_Detail             | TABLE      | [NULL]  |
 superdvlp   | FF_Fichiers_Rapport            | TABLE      | [NULL]  |
 superdvlp   | FF_PDC_Imputation_Repartition  | TABLE      | [NULL]  |
 superdvlp   | FF_PDC_Patrimoine_Periode      | TABLE      | [NULL]  |
 superdvlp   | FF_PDC_Patrimoine_Repartition  | TABLE      | [NULL]  |
 superdvlp   | FF_PDC_Usage_Periode           | TABLE      | [NULL]  |
 superdvlp   | FF_PDC_Usage_Repartition       | TABLE      | [NULL]  |
 superdvlp   | FF_Releve                      | TABLE      | [NULL]  |
 superdvlp   | FF_Tarification_Nature         | TABLE      | [NULL]  |
 superdvlp   | FF_TypeFluide                  | TABLE      | [NULL]  |
 superdvlp   | FF_Usage                       | TABLE      | [NULL]  |
 superdvlp   | FF_Ventil_Conso                | TABLE      | [NULL]  |
 superdvlp   | FF_Ventil_Imputation           | TABLE      | [NULL]  |
 superdvlp   | FF_Ventil_Patrimoine           | TABLE      | [NULL]  |
 superdvlp   | FF_Ventil_Tarif                | TABLE      | [NULL]  |
 superdvlp   | Fonction                       | TABLE      | [NULL]  |
 superdvlp   | Fournisseur                    | TABLE      | [NULL]  |
 superdvlp   | Fournisseur_CA                 | TABLE      | [NULL]  |
 superdvlp   | Fournisseur_Specialite         | TABLE      | [NULL]  |
 superdvlp   | GED_Dossiers                   | TABLE      | [NULL]  |
 superdvlp   | Genre_Vehicule_Vignette        | TABLE      | [NULL]  |
 superdvlp   | Groupe                         | TABLE      | [NULL]  |
 superdvlp   | Groupe_action                  | TABLE      | [NULL]  |
 superdvlp   | Groupe_affectation             | TABLE      | [NULL]  |
 superdvlp   | Groupe_Carburant               | TABLE      | [NULL]  |
 superdvlp   | Groupe_Carburant_Equivalent    | TABLE      | [NULL]  |
 superdvlp   | Groupe_Collectivite            | TABLE      | [NULL]  |
 superdvlp   | groupe_configuration           | TABLE      | [NULL]  |
 superdvlp   | Groupe_menu_masque             | TABLE      | [NULL]  |
 superdvlp   | groupe_module                  | TABLE      | [NULL]  |
 superdvlp   | Groupe_utilisateur             | TABLE      | [NULL]  |
 superdvlp   | GroupeAffectationBudget        | TABLE      | [NULL]  |
 superdvlp   | GroupeAffectationDomaine       | TABLE      | [NULL]  |
 superdvlp   | GroupeAffectationFamille       | TABLE      | [NULL]  |
 superdvlp   | GroupeAffectationListPat       | TABLE      | [NULL]  |
 superdvlp   | GroupeAffectationMagasin       | TABLE      | [NULL]  |
 superdvlp   | GroupeAffectationNatPat        | TABLE      | [NULL]  |
 superdvlp   | GroupeAffectationTiers         | TABLE      | [NULL]  |
 superdvlp   | GroupeAffectationTypPat        | TABLE      | [NULL]  |
 superdvlp   | Heure_Agent                    | TABLE      | [NULL]  |
 superdvlp   | Heure_v_hicule                 | TABLE      | [NULL]  |
 superdvlp   | Heure_vehicule                 | TABLE      | [NULL]  |
 superdvlp   | Historique_ScriptMigration     | TABLE      | [NULL]  |
 superdvlp   | HOM_MouvementArticle           | TABLE      | [NULL]  |
 superdvlp   | HOM_PatrimoineArticleAss       | TABLE      | [NULL]  |
 superdvlp   | HOM_PatrimoineAssociation      | TABLE      | [NULL]  |
 superdvlp   | Icone                          | TABLE      | [NULL]  |
 superdvlp   | InterfaceRapport               | TABLE      | [NULL]  |
 superdvlp   | Intervention                   | TABLE      | [NULL]  |
 superdvlp   | Intervention_Patrimoine        | TABLE      | [NULL]  |
 superdvlp   | Intervention_PieceJointe       | TABLE      | [NULL]  |
 superdvlp   | JournalEvenement               | TABLE      | [NULL]  |
 superdvlp   | JournalEvenement_Ligne         | TABLE      | [NULL]  |
 superdvlp   | Jours_Feries                   | TABLE      | [NULL]  |
 superdvlp   | Licences_210                   | TABLE      | [NULL]  |
 superdvlp   | lieu_execution_or              | TABLE      | [NULL]  |
 superdvlp   | ListeArticle                   | TABLE      | [NULL]  |
 superdvlp   | ListeArticle_Ligne             | TABLE      | [NULL]  |
 superdvlp   | ListeDotationEtalement         | TABLE      | [NULL]  |
 superdvlp   | ListePatrimoine                | TABLE      | [NULL]  |
 superdvlp   | ListePatrimoine_Ligne          | TABLE      | [NULL]  |
 superdvlp   | Livraison_Commande             | TABLE      | [NULL]  |
 superdvlp   | Livraison_Commande_PieceJointe | TABLE      | [NULL]  |
 superdvlp   | Livraison_Ligne                | TABLE      | [NULL]  |
 superdvlp   | Magasin                        | TABLE      | [NULL]  |
 superdvlp   | MagasinLocalisation            | TABLE      | [NULL]  |
 superdvlp   | March_                         | TABLE      | [NULL]  |
 superdvlp   | Marche                         | TABLE      | [NULL]  |
 superdvlp   | Marche_ArticleModele           | TABLE      | [NULL]  |
 superdvlp   | Marche_Avenant                 | TABLE      | [NULL]  |
 superdvlp   | Marche_Exercice                | TABLE      | [NULL]  |
 superdvlp   | Marche_Imputation              | TABLE      | [NULL]  |
 superdvlp   | Marche_NatureOS                | TABLE      | [NULL]  |
 superdvlp   | Marche_OrdreDeService          | TABLE      | [NULL]  |
 superdvlp   | Marche_PieceJointe             | TABLE      | [NULL]  |
 superdvlp   | Marche_Situation               | TABLE      | [NULL]  |
 superdvlp   | Marche_Situation_PieceJointe   | TABLE      | [NULL]  |
 superdvlp   | Marche_TarifFournisseur        | TABLE      | [NULL]  |
 superdvlp   | Mat_riel                       | TABLE      | [NULL]  |
 superdvlp   | MC10_CentreProfit              | TABLE      | [NULL]  |
 superdvlp   | MC10_CentreProfit_PieceJointe  | TABLE      | [NULL]  |
 superdvlp   | MC10_Facture                   | TABLE      | [NULL]  |
 superdvlp   | MC10_Facture_PieceJointe       | TABLE      | [NULL]  |
 superdvlp   | MC10_FactureLivraisonLigne     | TABLE      | [NULL]  |
 superdvlp   | MC10_FacturePret               | TABLE      | [NULL]  |
 superdvlp   | MC10_FacturePrise              | TABLE      | [NULL]  |
 superdvlp   | MC10_FactureSortieArticle      | TABLE      | [NULL]  |
 superdvlp   | MC10_FactureTravaux            | TABLE      | [NULL]  |
 superdvlp   | MC11_Charge                    | TABLE      | [NULL]  |
 superdvlp   | MC11_Charge_PieceJointe        | TABLE      | [NULL]  |
 superdvlp   | MC11_CleRepartition            | TABLE      | [NULL]  |
 superdvlp   | MC11_CoutComplet               | TABLE      | [NULL]  |
 superdvlp   | MC11_CoutCompletEngin          | TABLE      | [NULL]  |
 superdvlp   | MC11_CoutHoraire               | TABLE      | [NULL]  |
 superdvlp   | MC11_Section                   | TABLE      | [NULL]  |
 superdvlp   | MC11_SectionBonDeSortie        | TABLE      | [NULL]  |
 superdvlp   | MC11_SectionCentreProfit       | TABLE      | [NULL]  |
 superdvlp   | MC11_SectionCharge             | TABLE      | [NULL]  |
 superdvlp   | MC11_SectionIntervention       | TABLE      | [NULL]  |
 superdvlp   | MC11_SectionTache              | TABLE      | [NULL]  |
 superdvlp   | MC11_SectionVentilFrais        | TABLE      | [NULL]  |
 superdvlp   | MC11_SectionVentilLigne        | TABLE      | [NULL]  |
 superdvlp   | MC11_TypeCharge                | TABLE      | [NULL]  |
 superdvlp   | MC13_BonInventaire             | TABLE      | [NULL]  |
 superdvlp   | MC13_BonInventaireLigne        | TABLE      | [NULL]  |
 superdvlp   | MC14_Requete                   | TABLE      | [NULL]  |
 superdvlp   | MC14_Source                    | TABLE      | [NULL]  |
 superdvlp   | MC14_Thematique                | TABLE      | [NULL]  |
 superdvlp   | MC3_Contrat                    | TABLE      | [NULL]  |
 superdvlp   | MC3_Contrat_PieceJointe        | TABLE      | [NULL]  |
 superdvlp   | MC3_ContratArticle             | TABLE      | [NULL]  |
 superdvlp   | MC3_ContratEcheancier          | TABLE      | [NULL]  |
 superdvlp   | MC3_ContratPatrimoine          | TABLE      | [NULL]  |
 superdvlp   | MC3_ContratRecapExercice       | TABLE      | [NULL]  |
 superdvlp   | MC3_NatureDeContrat            | TABLE      | [NULL]  |
 superdvlp   | MC4_CategorieNatureEvenement   | TABLE      | [NULL]  |
 superdvlp   | MC4_DAO                        | TABLE      | [NULL]  |
 superdvlp   | MC4_DAO_PieceJointe            | TABLE      | [NULL]  |
 superdvlp   | MC4_DAOPublicite               | TABLE      | [NULL]  |
 superdvlp   | MC4_DAOReponse                 | TABLE      | [NULL]  |
 superdvlp   | MC4_DAOSuivi                   | TABLE      | [NULL]  |
 superdvlp   | MC4_EtatOperation              | TABLE      | [NULL]  |
 superdvlp   | MC4_ModePassationDAO           | TABLE      | [NULL]  |
 superdvlp   | MC4_NatureDAO                  | TABLE      | [NULL]  |
 superdvlp   | MC4_NatureEvenement            | TABLE      | [NULL]  |
 superdvlp   | MC4_NatureEvenementDAO         | TABLE      | [NULL]  |
 superdvlp   | MC4_NatureOperation            | TABLE      | [NULL]  |
 superdvlp   | MC4_OpBilanPrevisionnelLigne   | TABLE      | [NULL]  |
 superdvlp   | MC4_Operation                  | TABLE      | [NULL]  |
 superdvlp   | MC4_Operation_PieceJointe      | TABLE      | [NULL]  |
 superdvlp   | MC4_OperationBilanPrevisionnel | TABLE      | [NULL]  |
 superdvlp   | MC4_OperationLigne             | TABLE      | [NULL]  |
 superdvlp   | MC4_OperationSubvention        | TABLE      | [NULL]  |
 superdvlp   | MC4_OperationSuivi             | TABLE      | [NULL]  |
 superdvlp   | MC4_OperationTiersCommande     | TABLE      | [NULL]  |
 superdvlp   | MC4_OperationTiersFournisseur  | TABLE      | [NULL]  |
 superdvlp   | MC4_OpSubvention_PieceJointe   | TABLE      | [NULL]  |
 superdvlp   | MC4_PubliciteDAO               | TABLE      | [NULL]  |
 superdvlp   | MC4_TypeMission                | TABLE      | [NULL]  |
 superdvlp   | MC4_TypeOperation              | TABLE      | [NULL]  |
 superdvlp   | MC4_TypeProcedure              | TABLE      | [NULL]  |
 superdvlp   | MC7_Articles                   | TABLE      | [NULL]  |
 superdvlp   | MC7_AvisDemande                | TABLE      | [NULL]  |
 superdvlp   | MC7_CategorieTaxe              | TABLE      | [NULL]  |
 superdvlp   | MC7_Demande                    | TABLE      | [NULL]  |
 superdvlp   | MC7_Demande_PieceJointe        | TABLE      | [NULL]  |
 superdvlp   | MC7_DemandeArrete              | TABLE      | [NULL]  |
 superdvlp   | MC7_DemandeDeviation           | TABLE      | [NULL]  |
 superdvlp   | MC7_DemandeTaxe                | TABLE      | [NULL]  |
 superdvlp   | MC7_DemandeTaxePermanente      | TABLE      | [NULL]  |
 superdvlp   | MC7_DossierODP                 | TABLE      | [NULL]  |
 superdvlp   | MC7_DossierODP_PieceJointe     | TABLE      | [NULL]  |
 superdvlp   | MC7_DossierPatrimoine          | TABLE      | [NULL]  |
 superdvlp   | MC7_NatureArrete               | TABLE      | [NULL]  |
 superdvlp   | MC7_NatureDemande              | TABLE      | [NULL]  |
 superdvlp   | MC7_Taxe                       | TABLE      | [NULL]  |
 superdvlp   | MC7_TaxeExercice               | TABLE      | [NULL]  |
 superdvlp   | MC7_TypeArrete                 | TABLE      | [NULL]  |
 superdvlp   | MC7_TypeDemande                | TABLE      | [NULL]  |
 superdvlp   | MC7_TypeDemandeTaxe            | TABLE      | [NULL]  |
 superdvlp   | MC9_Bail                       | TABLE      | [NULL]  |
 superdvlp   | MC9_Bail_PieceJointe           | TABLE      | [NULL]  |
 superdvlp   | MC9_BailAvenant                | TABLE      | [NULL]  |
 superdvlp   | MC9_BailElementLoyer           | TABLE      | [NULL]  |
 superdvlp   | MC9_BailElementLoyerRevision   | TABLE      | [NULL]  |
 superdvlp   | MC9_BailHistoriqueRevision     | TABLE      | [NULL]  |
 superdvlp   | MC9_BailPJ                     | TABLE      | [NULL]  |
 superdvlp   | MC9_BailPJ_PieceJointe         | TABLE      | [NULL]  |
 superdvlp   | MC9_BailRenouvellement         | TABLE      | [NULL]  |
 superdvlp   | MC9_Caract_Financiere          | TABLE      | [NULL]  |
 superdvlp   | MC9_Destination                | TABLE      | [NULL]  |
 superdvlp   | MC9_Domaine                    | TABLE      | [NULL]  |
 superdvlp   | MC9_EcheancePaiement           | TABLE      | [NULL]  |
 superdvlp   | MC9_Echeancier                 | TABLE      | [NULL]  |
 superdvlp   | MC9_EcheancierDetail           | TABLE      | [NULL]  |
 superdvlp   | MC9_IndiceReference            | TABLE      | [NULL]  |
 superdvlp   | MC9_IndiceReferenceExercice    | TABLE      | [NULL]  |
 superdvlp   | MC9_ModePaiement               | TABLE      | [NULL]  |
 superdvlp   | MC9_NatureJuridique            | TABLE      | [NULL]  |
 superdvlp   | MC9_PatrimoineCharge           | TABLE      | [NULL]  |
 superdvlp   | MC9_RecapExercice              | TABLE      | [NULL]  |
 superdvlp   | MC9_Type_PJ                    | TABLE      | [NULL]  |
 superdvlp   | MC9_TypeDeBail                 | TABLE      | [NULL]  |
 superdvlp   | MM5_Bareme_CO2                 | TABLE      | [NULL]  |
 superdvlp   | MM5_Bareme_CV                  | TABLE      | [NULL]  |
 superdvlp   | MM5_Bareme_Polluant            | TABLE      | [NULL]  |
 superdvlp   | MM5_CoefficientPonderateur_TVS | TABLE      | [NULL]  |
 superdvlp   | MM5_TVS                        | TABLE      | [NULL]  |
 superdvlp   | MM5_TypeContratLocation        | TABLE      | [NULL]  |
 superdvlp   | ModeleCaracteristique          | TABLE      | [NULL]  |
 superdvlp   | ModeleControle                 | TABLE      | [NULL]  |
 superdvlp   | ModeleControle_Article         | TABLE      | [NULL]  |
 superdvlp   | ModeleControleVerif            | TABLE      | [NULL]  |
 superdvlp   | Nationalite                    | TABLE      | [NULL]  |
 superdvlp   | Nature_Article                 | TABLE      | [NULL]  |
 superdvlp   | Nature_Budget                  | TABLE      | [NULL]  |
 superdvlp   | Nature_comptable               | TABLE      | [NULL]  |
 superdvlp   | Nature_d_activite              | TABLE      | [NULL]  |
 superdvlp   | Nature_d_intervention          | TABLE      | [NULL]  |
 superdvlp   | Nature_des_travaux             | TABLE      | [NULL]  |
 superdvlp   | Nature_magasin                 | TABLE      | [NULL]  |
 superdvlp   | Nature_nomenclature            | TABLE      | [NULL]  |
 superdvlp   | Nature_nomenclature_nature     | TABLE      | [NULL]  |
 superdvlp   | Nature_nomenclature_type       | TABLE      | [NULL]  |
 superdvlp   | Nature_Patrimoine              | TABLE      | [NULL]  |
 superdvlp   | Nature_PPA                     | TABLE      | [NULL]  |
 superdvlp   | Nature_service                 | TABLE      | [NULL]  |
 superdvlp   | Nature_Taille                  | TABLE      | [NULL]  |
 superdvlp   | Nature_Tiers                   | TABLE      | [NULL]  |
 superdvlp   | Niveau_Nomenclature            | TABLE      | [NULL]  |
 superdvlp   | Nomenclature                   | TABLE      | [NULL]  |
 superdvlp   | Nomenclature_CA                | TABLE      | [NULL]  |
 superdvlp   | Numerotation                   | TABLE      | [NULL]  |
 superdvlp   | Numerotation_Externe           | TABLE      | [NULL]  |
 superdvlp   | objet_intervention             | TABLE      | [NULL]  |
 superdvlp   | Objet_Orv                      | TABLE      | [NULL]  |
 superdvlp   | Objet_Pret                     | TABLE      | [NULL]  |
 superdvlp   | ORV                            | TABLE      | [NULL]  |
 superdvlp   | ORV_MO                         | TABLE      | [NULL]  |
 superdvlp   | ORV_PieceJointe                | TABLE      | [NULL]  |
 superdvlp   | Pa_Amortissement_PieceJointe   | TABLE      | [NULL]  |
 superdvlp   | Param_tres                     | TABLE      | [NULL]  |
 superdvlp   | Parametres_CPT                 | TABLE      | [NULL]  |
